symbol,ibkr_session_start,ibkr_session_end,yml_session_start,yml_session_end
QQQ,2000-09-28 09:30:00-04:00,2000-09-28 16:15:00-04:00,2000-09-28 09:30:00-04:00,2000-09-28 16:00:00-04:00
QQQ,2000-09-29 09:30:00-04:00,2000-09-29 16:15:00-04:00,2000-09-29 09:30:00-04:00,2000-09-29 16:00:00-04:00
QQQ,2000-10-02 09:30:00-04:00,2000-10-02 16:15:00-04:00,2000-10-02 09:30:00-04:00,2000-10-02 16:00:00-04:00
QQQ,2000-10-03 09:30:00-04:00,2000-10-03 16:15:00-04:00,2000-10-03 09:30:00-04:00,2000-10-03 16:00:00-04:00
QQQ,2000-10-04 09:30:00-04:00,2000-10-04 16:15:00-04:00,2000-10-04 09:30:00-04:00,2000-10-04 16:00:00-04:00
QQQ,2000-10-05 09:30:00-04:00,2000-10-05 16:15:00-04:00,2000-10-05 09:30:00-04:00,2000-10-05 16:00:00-04:00
QQQ,2000-10-06 09:30:00-04:00,2000-10-06 16:15:00-04:00,2000-10-06 09:30:00-04:00,2000-10-06 16:00:00-04:00
QQQ,2000-10-09 09:30:00-04:00,2000-10-09 16:15:00-04:00,,
QQQ,2000-10-10 09:30:00-04:00,2000-10-10 16:15:00-04:00,2000-10-10 09:30:00-04:00,2000-10-10 16:00:00-04:00
QQQ,2000-10-11 09:30:00-04:00,2000-10-11 16:15:00-04:00,2000-10-11 09:30:00-04:00,2000-10-11 16:00:00-04:00
QQQ,2000-10-12 09:30:00-04:00,2000-10-12 16:15:00-04:00,2000-10-12 09:30:00-04:00,2000-10-12 16:00:00-04:00
QQQ,2000-10-13 09:30:00-04:00,2000-10-13 16:15:00-04:00,2000-10-13 09:30:00-04:00,2000-10-13 16:00:00-04:00
QQQ,2000-10-16 09:30:00-04:00,2000-10-16 16:15:00-04:00,2000-10-16 09:30:00-04:00,2000-10-16 16:00:00-04:00
QQQ,2000-10-17 09:30:00-04:00,2000-10-17 16:15:00-04:00,2000-10-17 09:30:00-04:00,2000-10-17 16:00:00-04:00
QQQ,2000-10-18 09:30:00-04:00,2000-10-18 16:15:00-04:00,2000-10-18 09:30:00-04:00,2000-10-18 16:00:00-04:00
QQQ,2000-10-19 09:30:00-04:00,2000-10-19 16:15:00-04:00,2000-10-19 09:30:00-04:00,2000-10-19 16:00:00-04:00
QQQ,2000-10-20 09:30:00-04:00,2000-10-20 16:15:00-04:00,2000-10-20 09:30:00-04:00,2000-10-20 16:00:00-04:00
QQQ,2000-10-23 09:30:00-04:00,2000-10-23 16:15:00-04:00,2000-10-23 09:30:00-04:00,2000-10-23 16:00:00-04:00
QQQ,2000-10-24 09:30:00-04:00,2000-10-24 16:15:00-04:00,2000-10-24 09:30:00-04:00,2000-10-24 16:00:00-04:00
QQQ,2000-10-25 09:30:00-04:00,2000-10-25 16:15:00-04:00,2000-10-25 09:30:00-04:00,2000-10-25 16:00:00-04:00
QQQ,2000-10-26 09:30:00-04:00,2000-10-26 16:15:00-04:00,2000-10-26 09:30:00-04:00,2000-10-26 16:00:00-04:00
QQQ,2000-10-27 09:30:00-04:00,2000-10-27 16:15:00-04:00,2000-10-27 09:30:00-04:00,2000-10-27 16:00:00-04:00
QQQ,2000-10-30 09:30:00-05:00,2000-10-30 16:15:00-05:00,2000-10-30 09:30:00-05:00,2000-10-30 16:00:00-05:00
QQQ,2000-10-31 09:30:00-05:00,2000-10-31 16:15:00-05:00,2000-10-31 09:30:00-05:00,2000-10-31 16:00:00-05:00
QQQ,2000-11-01 09:30:00-05:00,2000-11-01 16:15:00-05:00,2000-11-01 09:30:00-05:00,2000-11-01 16:00:00-05:00
QQQ,2000-11-02 09:30:00-05:00,2000-11-02 16:15:00-05:00,2000-11-02 09:30:00-05:00,2000-11-02 16:00:00-05:00
QQQ,2000-11-03 09:30:00-05:00,2000-11-03 16:15:00-05:00,2000-11-03 09:30:00-05:00,2000-11-03 16:00:00-05:00
QQQ,2000-11-06 09:30:00-05:00,2000-11-06 16:15:00-05:00,2000-11-06 09:30:00-05:00,2000-11-06 16:00:00-05:00
QQQ,2000-11-07 09:30:00-05:00,2000-11-07 16:15:00-05:00,2000-11-07 09:30:00-05:00,2000-11-07 16:00:00-05:00
QQQ,2000-11-08 09:30:00-05:00,2000-11-08 16:15:00-05:00,2000-11-08 09:30:00-05:00,2000-11-08 16:00:00-05:00
QQQ,2000-11-09 09:30:00-05:00,2000-11-09 16:15:00-05:00,2000-11-09 09:30:00-05:00,2000-11-09 16:00:00-05:00
QQQ,2000-11-10 09:30:00-05:00,2000-11-10 16:15:00-05:00,,
QQQ,2000-11-13 09:30:00-05:00,2000-11-13 16:15:00-05:00,2000-11-13 09:30:00-05:00,2000-11-13 16:00:00-05:00
QQQ,2000-11-14 09:30:00-05:00,2000-11-14 16:15:00-05:00,2000-11-14 09:30:00-05:00,2000-11-14 16:00:00-05:00
QQQ,2000-11-15 09:30:00-05:00,2000-11-15 16:15:00-05:00,2000-11-15 09:30:00-05:00,2000-11-15 16:00:00-05:00
QQQ,2000-11-16 09:30:00-05:00,2000-11-16 16:15:00-05:00,2000-11-16 09:30:00-05:00,2000-11-16 16:00:00-05:00
QQQ,2000-11-17 09:30:00-05:00,2000-11-17 16:15:00-05:00,2000-11-17 09:30:00-05:00,2000-11-17 16:00:00-05:00
QQQ,2000-11-20 09:30:00-05:00,2000-11-20 16:15:00-05:00,2000-11-20 09:30:00-05:00,2000-11-20 16:00:00-05:00
QQQ,2000-11-21 09:30:00-05:00,2000-11-21 16:15:00-05:00,2000-11-21 09:30:00-05:00,2000-11-21 16:00:00-05:00
QQQ,2000-11-22 09:30:00-05:00,2000-11-22 16:15:00-05:00,2000-11-22 09:30:00-05:00,2000-11-22 13:00:00-05:00
QQQ,2000-11-23 09:30:00-05:00,2000-11-23 16:15:00-05:00,,
QQQ,2000-11-24 09:30:00-05:00,2000-11-24 16:15:00-05:00,2000-11-24 09:30:00-05:00,2000-11-24 16:00:00-05:00
QQQ,2000-11-27 09:30:00-05:00,2000-11-27 16:15:00-05:00,2000-11-27 09:30:00-05:00,2000-11-27 16:00:00-05:00
QQQ,2000-11-28 09:30:00-05:00,2000-11-28 16:15:00-05:00,2000-11-28 09:30:00-05:00,2000-11-28 16:00:00-05:00
QQQ,2000-11-29 09:30:00-05:00,2000-11-29 16:15:00-05:00,2000-11-29 09:30:00-05:00,2000-11-29 16:00:00-05:00
QQQ,2000-11-30 09:30:00-05:00,2000-11-30 16:15:00-05:00,2000-11-30 09:30:00-05:00,2000-11-30 16:00:00-05:00
QQQ,2000-12-01 09:30:00-05:00,2000-12-01 16:15:00-05:00,2000-12-01 09:30:00-05:00,2000-12-01 16:00:00-05:00
QQQ,2000-12-04 09:30:00-05:00,2000-12-04 16:15:00-05:00,2000-12-04 09:30:00-05:00,2000-12-04 16:00:00-05:00
QQQ,2000-12-05 09:30:00-05:00,2000-12-05 16:15:00-05:00,2000-12-05 09:30:00-05:00,2000-12-05 16:00:00-05:00
QQQ,2000-12-06 09:30:00-05:00,2000-12-06 16:15:00-05:00,2000-12-06 09:30:00-05:00,2000-12-06 16:00:00-05:00
QQQ,2000-12-07 09:30:00-05:00,2000-12-07 16:15:00-05:00,2000-12-07 09:30:00-05:00,2000-12-07 16:00:00-05:00
QQQ,2000-12-08 09:30:00-05:00,2000-12-08 16:15:00-05:00,2000-12-08 09:30:00-05:00,2000-12-08 16:00:00-05:00
QQQ,2000-12-11 09:30:00-05:00,2000-12-11 16:15:00-05:00,2000-12-11 09:30:00-05:00,2000-12-11 16:00:00-05:00
QQQ,2000-12-12 09:30:00-05:00,2000-12-12 16:15:00-05:00,2000-12-12 09:30:00-05:00,2000-12-12 16:00:00-05:00
QQQ,2000-12-13 09:30:00-05:00,2000-12-13 16:15:00-05:00,2000-12-13 09:30:00-05:00,2000-12-13 16:00:00-05:00
QQQ,2000-12-14 09:30:00-05:00,2000-12-14 16:15:00-05:00,2000-12-14 09:30:00-05:00,2000-12-14 16:00:00-05:00
QQQ,2000-12-15 09:30:00-05:00,2000-12-15 16:15:00-05:00,2000-12-15 09:30:00-05:00,2000-12-15 16:00:00-05:00
QQQ,2000-12-18 09:30:00-05:00,2000-12-18 16:15:00-05:00,2000-12-18 09:30:00-05:00,2000-12-18 16:00:00-05:00
QQQ,2000-12-19 09:30:00-05:00,2000-12-19 16:15:00-05:00,2000-12-19 09:30:00-05:00,2000-12-19 16:00:00-05:00
QQQ,2000-12-20 09:30:00-05:00,2000-12-20 16:15:00-05:00,2000-12-20 09:30:00-05:00,2000-12-20 16:00:00-05:00
QQQ,2000-12-21 09:30:00-05:00,2000-12-21 16:15:00-05:00,2000-12-21 09:30:00-05:00,2000-12-21 16:00:00-05:00
QQQ,2000-12-22 09:30:00-05:00,2000-12-22 16:15:00-05:00,2000-12-22 09:30:00-05:00,2000-12-22 16:00:00-05:00
QQQ,2000-12-25 09:30:00-05:00,2000-12-25 16:15:00-05:00,2000-12-25 09:30:00-05:00,2000-12-25 16:00:00-05:00
QQQ,2000-12-26 09:30:00-05:00,2000-12-26 16:15:00-05:00,2000-12-26 09:30:00-05:00,2000-12-26 16:00:00-05:00
QQQ,2000-12-27 09:30:00-05:00,2000-12-27 16:15:00-05:00,2000-12-27 09:30:00-05:00,2000-12-27 16:00:00-05:00
QQQ,2000-12-28 09:30:00-05:00,2000-12-28 16:15:00-05:00,2000-12-28 09:30:00-05:00,2000-12-28 16:00:00-05:00
QQQ,2000-12-29 09:30:00-05:00,2000-12-29 16:15:00-05:00,2000-12-29 09:30:00-05:00,2000-12-29 16:00:00-05:00
QQQ,2001-01-01 09:30:00-05:00,2001-01-01 16:15:00-05:00,,
QQQ,2001-01-02 09:30:00-05:00,2001-01-02 16:15:00-05:00,2001-01-02 09:30:00-05:00,2001-01-02 16:00:00-05:00
QQQ,2001-01-03 09:30:00-05:00,2001-01-03 16:15:00-05:00,2001-01-03 09:30:00-05:00,2001-01-03 16:00:00-05:00
QQQ,2001-01-04 09:30:00-05:00,2001-01-04 16:15:00-05:00,2001-01-04 09:30:00-05:00,2001-01-04 16:00:00-05:00
QQQ,2001-01-05 09:30:00-05:00,2001-01-05 16:15:00-05:00,2001-01-05 09:30:00-05:00,2001-01-05 16:00:00-05:00
QQQ,2001-01-08 09:30:00-05:00,2001-01-08 16:15:00-05:00,2001-01-08 09:30:00-05:00,2001-01-08 16:00:00-05:00
QQQ,2001-01-09 09:30:00-05:00,2001-01-09 16:15:00-05:00,2001-01-09 09:30:00-05:00,2001-01-09 16:00:00-05:00
QQQ,2001-01-10 09:30:00-05:00,2001-01-10 16:15:00-05:00,2001-01-10 09:30:00-05:00,2001-01-10 16:00:00-05:00
QQQ,2001-01-11 09:30:00-05:00,2001-01-11 16:15:00-05:00,2001-01-11 09:30:00-05:00,2001-01-11 16:00:00-05:00
QQQ,2001-01-12 09:30:00-05:00,2001-01-12 16:15:00-05:00,2001-01-12 09:30:00-05:00,2001-01-12 13:00:00-05:00
QQQ,2001-01-15 09:30:00-05:00,2001-01-15 16:15:00-05:00,2001-01-15 09:30:00-05:00,2001-01-15 16:00:00-05:00
QQQ,2001-01-16 09:30:00-05:00,2001-01-16 16:15:00-05:00,2001-01-16 09:30:00-05:00,2001-01-16 16:00:00-05:00
QQQ,2001-01-17 09:30:00-05:00,2001-01-17 16:15:00-05:00,2001-01-17 09:30:00-05:00,2001-01-17 16:00:00-05:00
QQQ,2001-01-18 09:30:00-05:00,2001-01-18 16:15:00-05:00,2001-01-18 09:30:00-05:00,2001-01-18 16:00:00-05:00
QQQ,2001-01-19 09:30:00-05:00,2001-01-19 16:15:00-05:00,2001-01-19 09:30:00-05:00,2001-01-19 16:00:00-05:00
QQQ,2001-01-22 09:30:00-05:00,2001-01-22 16:15:00-05:00,2001-01-22 09:30:00-05:00,2001-01-22 16:00:00-05:00
QQQ,2001-01-23 09:30:00-05:00,2001-01-23 16:15:00-05:00,2001-01-23 09:30:00-05:00,2001-01-23 16:00:00-05:00
QQQ,2001-01-24 09:30:00-05:00,2001-01-24 16:15:00-05:00,2001-01-24 09:30:00-05:00,2001-01-24 16:00:00-05:00
QQQ,2001-01-25 09:30:00-05:00,2001-01-25 16:15:00-05:00,2001-01-25 09:30:00-05:00,2001-01-25 16:00:00-05:00
QQQ,2001-01-26 09:30:00-05:00,2001-01-26 16:15:00-05:00,2001-01-26 09:30:00-05:00,2001-01-26 16:00:00-05:00
QQQ,2001-01-29 09:30:00-05:00,2001-01-29 16:15:00-05:00,2001-01-29 09:30:00-05:00,2001-01-29 16:00:00-05:00
QQQ,2001-01-30 09:30:00-05:00,2001-01-30 16:15:00-05:00,2001-01-30 09:30:00-05:00,2001-01-30 16:00:00-05:00
QQQ,2001-01-31 09:30:00-05:00,2001-01-31 16:15:00-05:00,2001-01-31 09:30:00-05:00,2001-01-31 16:00:00-05:00
QQQ,2001-02-01 09:30:00-05:00,2001-02-01 16:15:00-05:00,2001-02-01 09:30:00-05:00,2001-02-01 16:00:00-05:00
QQQ,2001-02-02 09:30:00-05:00,2001-02-02 16:15:00-05:00,2001-02-02 09:30:00-05:00,2001-02-02 16:00:00-05:00
QQQ,2001-02-05 09:30:00-05:00,2001-02-05 16:15:00-05:00,2001-02-05 09:30:00-05:00,2001-02-05 16:00:00-05:00
QQQ,2001-02-06 09:30:00-05:00,2001-02-06 16:15:00-05:00,2001-02-06 09:30:00-05:00,2001-02-06 16:00:00-05:00
QQQ,2001-02-07 09:30:00-05:00,2001-02-07 16:15:00-05:00,2001-02-07 09:30:00-05:00,2001-02-07 16:00:00-05:00
QQQ,2001-02-08 09:30:00-05:00,2001-02-08 16:15:00-05:00,2001-02-08 09:30:00-05:00,2001-02-08 16:00:00-05:00
QQQ,2001-02-09 09:30:00-05:00,2001-02-09 16:15:00-05:00,2001-02-09 09:30:00-05:00,2001-02-09 16:00:00-05:00
QQQ,2001-02-12 09:30:00-05:00,2001-02-12 16:15:00-05:00,2001-02-12 09:30:00-05:00,2001-02-12 16:00:00-05:00
QQQ,2001-02-13 09:30:00-05:00,2001-02-13 16:15:00-05:00,2001-02-13 09:30:00-05:00,2001-02-13 16:00:00-05:00
QQQ,2001-02-14 09:30:00-05:00,2001-02-14 16:15:00-05:00,2001-02-14 09:30:00-05:00,2001-02-14 16:00:00-05:00
QQQ,2001-02-15 09:30:00-05:00,2001-02-15 16:15:00-05:00,2001-02-15 09:30:00-05:00,2001-02-15 16:00:00-05:00
QQQ,2001-02-16 09:30:00-05:00,2001-02-16 16:15:00-05:00,2001-02-16 09:30:00-05:00,2001-02-16 13:00:00-05:00
QQQ,2001-02-19 09:30:00-05:00,2001-02-19 16:15:00-05:00,2001-02-19 09:30:00-05:00,2001-02-19 16:00:00-05:00
QQQ,2001-02-20 09:30:00-05:00,2001-02-20 16:15:00-05:00,,
QQQ,2001-02-21 09:30:00-05:00,2001-02-21 16:15:00-05:00,2001-02-21 09:30:00-05:00,2001-02-21 16:00:00-05:00
QQQ,2001-02-22 09:30:00-05:00,2001-02-22 16:15:00-05:00,2001-02-22 09:30:00-05:00,2001-02-22 16:00:00-05:00
QQQ,2001-02-23 09:30:00-05:00,2001-02-23 16:15:00-05:00,2001-02-23 09:30:00-05:00,2001-02-23 16:00:00-05:00
QQQ,2001-02-26 09:30:00-05:00,2001-02-26 16:15:00-05:00,2001-02-26 09:30:00-05:00,2001-02-26 16:00:00-05:00
QQQ,2001-02-27 09:30:00-05:00,2001-02-27 16:15:00-05:00,2001-02-27 09:30:00-05:00,2001-02-27 16:00:00-05:00
QQQ,2001-02-28 09:30:00-05:00,2001-02-28 16:15:00-05:00,2001-02-28 09:30:00-05:00,2001-02-28 16:00:00-05:00
QQQ,2001-03-01 09:30:00-05:00,2001-03-01 16:15:00-05:00,2001-03-01 09:30:00-05:00,2001-03-01 16:00:00-05:00
QQQ,2001-03-02 09:30:00-05:00,2001-03-02 16:15:00-05:00,2001-03-02 09:30:00-05:00,2001-03-02 16:00:00-05:00
QQQ,2001-03-05 09:30:00-05:00,2001-03-05 16:15:00-05:00,2001-03-05 09:30:00-05:00,2001-03-05 16:00:00-05:00
QQQ,2001-03-06 09:30:00-05:00,2001-03-06 16:15:00-05:00,2001-03-06 09:30:00-05:00,2001-03-06 16:00:00-05:00
QQQ,2001-03-07 09:30:00-05:00,2001-03-07 16:15:00-05:00,2001-03-07 09:30:00-05:00,2001-03-07 16:00:00-05:00
QQQ,2001-03-08 09:30:00-05:00,2001-03-08 16:15:00-05:00,2001-03-08 09:30:00-05:00,2001-03-08 16:00:00-05:00
QQQ,2001-03-09 09:30:00-05:00,2001-03-09 16:15:00-05:00,2001-03-09 09:30:00-05:00,2001-03-09 16:00:00-05:00
QQQ,2001-03-12 09:30:00-05:00,2001-03-12 16:15:00-05:00,2001-03-12 09:30:00-05:00,2001-03-12 16:00:00-05:00
QQQ,2001-03-13 09:30:00-05:00,2001-03-13 16:15:00-05:00,2001-03-13 09:30:00-05:00,2001-03-13 16:00:00-05:00
QQQ,2001-03-14 09:30:00-05:00,2001-03-14 16:15:00-05:00,2001-03-14 09:30:00-05:00,2001-03-14 16:00:00-05:00
QQQ,2001-03-15 09:30:00-05:00,2001-03-15 16:15:00-05:00,2001-03-15 09:30:00-05:00,2001-03-15 16:00:00-05:00
QQQ,2001-03-16 09:30:00-05:00,2001-03-16 16:15:00-05:00,2001-03-16 09:30:00-05:00,2001-03-16 16:00:00-05:00
QQQ,2001-03-19 09:30:00-05:00,2001-03-19 16:15:00-05:00,2001-03-19 09:30:00-05:00,2001-03-19 16:00:00-05:00
QQQ,2001-03-20 09:30:00-05:00,2001-03-20 16:15:00-05:00,2001-03-20 09:30:00-05:00,2001-03-20 16:00:00-05:00
QQQ,2001-03-21 09:30:00-05:00,2001-03-21 16:15:00-05:00,2001-03-21 09:30:00-05:00,2001-03-21 16:00:00-05:00
QQQ,2001-03-22 09:30:00-05:00,2001-03-22 16:15:00-05:00,2001-03-22 09:30:00-05:00,2001-03-22 16:00:00-05:00
QQQ,2001-03-23 09:30:00-05:00,2001-03-23 16:15:00-05:00,2001-03-23 09:30:00-05:00,2001-03-23 16:00:00-05:00
QQQ,2001-03-26 09:30:00-05:00,2001-03-26 16:15:00-05:00,2001-03-26 09:30:00-05:00,2001-03-26 16:00:00-05:00
QQQ,2001-03-27 09:30:00-05:00,2001-03-27 16:15:00-05:00,2001-03-27 09:30:00-05:00,2001-03-27 16:00:00-05:00
QQQ,2001-03-28 09:30:00-05:00,2001-03-28 16:15:00-05:00,2001-03-28 09:30:00-05:00,2001-03-28 16:00:00-05:00
QQQ,2001-03-29 09:30:00-05:00,2001-03-29 16:15:00-05:00,2001-03-29 09:30:00-05:00,2001-03-29 16:00:00-05:00
QQQ,2001-03-30 09:30:00-05:00,2001-03-30 16:15:00-05:00,2001-03-30 09:30:00-05:00,2001-03-30 16:00:00-05:00
QQQ,2001-04-02 09:30:00-04:00,2001-04-02 16:15:00-04:00,2001-04-02 09:30:00-04:00,2001-04-02 16:00:00-04:00
QQQ,2001-04-03 09:30:00-04:00,2001-04-03 16:15:00-04:00,2001-04-03 09:30:00-04:00,2001-04-03 16:00:00-04:00
QQQ,2001-04-04 09:30:00-04:00,2001-04-04 16:15:00-04:00,2001-04-04 09:30:00-04:00,2001-04-04 16:00:00-04:00
QQQ,2001-04-05 09:30:00-04:00,2001-04-05 16:15:00-04:00,2001-04-05 09:30:00-04:00,2001-04-05 16:00:00-04:00
QQQ,2001-04-06 09:30:00-04:00,2001-04-06 16:15:00-04:00,2001-04-06 09:30:00-04:00,2001-04-06 16:00:00-04:00
QQQ,2001-04-09 09:30:00-04:00,2001-04-09 16:15:00-04:00,2001-04-09 09:30:00-04:00,2001-04-09 16:00:00-04:00
QQQ,2001-04-10 09:30:00-04:00,2001-04-10 16:15:00-04:00,2001-04-10 09:30:00-04:00,2001-04-10 16:00:00-04:00
QQQ,2001-04-11 09:30:00-04:00,2001-04-11 16:15:00-04:00,2001-04-11 09:30:00-04:00,2001-04-11 16:00:00-04:00
QQQ,2001-04-12 09:30:00-04:00,2001-04-12 16:15:00-04:00,2001-04-12 09:30:00-04:00,2001-04-12 13:00:00-04:00
QQQ,2001-04-13 09:30:00-04:00,2001-04-13 16:15:00-04:00,,
QQQ,2001-04-16 09:30:00-04:00,2001-04-16 16:15:00-04:00,2001-04-16 09:30:00-04:00,2001-04-16 16:00:00-04:00
QQQ,2001-04-17 09:30:00-04:00,2001-04-17 16:15:00-04:00,2001-04-17 09:30:00-04:00,2001-04-17 16:00:00-04:00
QQQ,2001-04-18 09:30:00-04:00,2001-04-18 16:15:00-04:00,2001-04-18 09:30:00-04:00,2001-04-18 16:00:00-04:00
QQQ,2001-04-19 09:30:00-04:00,2001-04-19 16:15:00-04:00,2001-04-19 09:30:00-04:00,2001-04-19 16:00:00-04:00
QQQ,2001-04-20 09:30:00-04:00,2001-04-20 16:15:00-04:00,2001-04-20 09:30:00-04:00,2001-04-20 16:00:00-04:00
QQQ,2001-04-23 09:30:00-04:00,2001-04-23 16:15:00-04:00,2001-04-23 09:30:00-04:00,2001-04-23 16:00:00-04:00
QQQ,2001-04-24 09:30:00-04:00,2001-04-24 16:15:00-04:00,2001-04-24 09:30:00-04:00,2001-04-24 16:00:00-04:00
QQQ,2001-04-25 09:30:00-04:00,2001-04-25 16:15:00-04:00,2001-04-25 09:30:00-04:00,2001-04-25 16:00:00-04:00
QQQ,2001-04-26 09:30:00-04:00,2001-04-26 16:15:00-04:00,2001-04-26 09:30:00-04:00,2001-04-26 16:00:00-04:00
QQQ,2001-04-27 09:30:00-04:00,2001-04-27 16:15:00-04:00,2001-04-27 09:30:00-04:00,2001-04-27 16:00:00-04:00
QQQ,2001-04-30 09:30:00-04:00,2001-04-30 16:15:00-04:00,2001-04-30 09:30:00-04:00,2001-04-30 16:00:00-04:00
QQQ,2001-05-01 09:30:00-04:00,2001-05-01 16:15:00-04:00,2001-05-01 09:30:00-04:00,2001-05-01 16:00:00-04:00
QQQ,2001-05-02 09:30:00-04:00,2001-05-02 16:15:00-04:00,2001-05-02 09:30:00-04:00,2001-05-02 16:00:00-04:00
QQQ,2001-05-03 09:30:00-04:00,2001-05-03 16:15:00-04:00,2001-05-03 09:30:00-04:00,2001-05-03 16:00:00-04:00
QQQ,2001-05-04 09:30:00-04:00,2001-05-04 16:15:00-04:00,2001-05-04 09:30:00-04:00,2001-05-04 16:00:00-04:00
QQQ,2001-05-07 09:30:00-04:00,2001-05-07 16:15:00-04:00,2001-05-07 09:30:00-04:00,2001-05-07 16:00:00-04:00
QQQ,2001-05-08 09:30:00-04:00,2001-05-08 16:15:00-04:00,2001-05-08 09:30:00-04:00,2001-05-08 16:00:00-04:00
QQQ,2001-05-09 09:30:00-04:00,2001-05-09 16:15:00-04:00,2001-05-09 09:30:00-04:00,2001-05-09 16:00:00-04:00
QQQ,2001-05-10 09:30:00-04:00,2001-05-10 16:15:00-04:00,2001-05-10 09:30:00-04:00,2001-05-10 16:00:00-04:00
QQQ,2001-05-11 09:30:00-04:00,2001-05-11 16:15:00-04:00,2001-05-11 09:30:00-04:00,2001-05-11 16:00:00-04:00
QQQ,2001-05-14 09:30:00-04:00,2001-05-14 16:15:00-04:00,2001-05-14 09:30:00-04:00,2001-05-14 16:00:00-04:00
QQQ,2001-05-15 09:30:00-04:00,2001-05-15 16:15:00-04:00,2001-05-15 09:30:00-04:00,2001-05-15 16:00:00-04:00
QQQ,2001-05-16 09:30:00-04:00,2001-05-16 16:15:00-04:00,2001-05-16 09:30:00-04:00,2001-05-16 16:00:00-04:00
QQQ,2001-05-17 09:30:00-04:00,2001-05-17 16:15:00-04:00,2001-05-17 09:30:00-04:00,2001-05-17 16:00:00-04:00
QQQ,2001-05-18 09:30:00-04:00,2001-05-18 16:15:00-04:00,2001-05-18 09:30:00-04:00,2001-05-18 16:00:00-04:00
QQQ,2001-05-21 09:30:00-04:00,2001-05-21 16:15:00-04:00,2001-05-21 09:30:00-04:00,2001-05-21 16:00:00-04:00
QQQ,2001-05-22 09:30:00-04:00,2001-05-22 16:15:00-04:00,2001-05-22 09:30:00-04:00,2001-05-22 16:00:00-04:00
QQQ,2001-05-23 09:30:00-04:00,2001-05-23 16:15:00-04:00,2001-05-23 09:30:00-04:00,2001-05-23 16:00:00-04:00
QQQ,2001-05-24 09:30:00-04:00,2001-05-24 16:15:00-04:00,2001-05-24 09:30:00-04:00,2001-05-24 16:00:00-04:00
QQQ,2001-05-25 09:30:00-04:00,2001-05-25 16:15:00-04:00,2001-05-25 09:30:00-04:00,2001-05-25 13:00:00-04:00
QQQ,2001-05-28 09:30:00-04:00,2001-05-28 16:15:00-04:00,,
QQQ,2001-05-29 09:30:00-04:00,2001-05-29 16:15:00-04:00,2001-05-29 09:30:00-04:00,2001-05-29 16:00:00-04:00
QQQ,2001-05-30 09:30:00-04:00,2001-05-30 16:15:00-04:00,2001-05-30 09:30:00-04:00,2001-05-30 16:00:00-04:00
QQQ,2001-05-31 09:30:00-04:00,2001-05-31 16:15:00-04:00,2001-05-31 09:30:00-04:00,2001-05-31 16:00:00-04:00
QQQ,2001-06-01 09:30:00-04:00,2001-06-01 16:15:00-04:00,2001-06-01 09:30:00-04:00,2001-06-01 16:00:00-04:00
QQQ,2001-06-04 09:30:00-04:00,2001-06-04 16:15:00-04:00,2001-06-04 09:30:00-04:00,2001-06-04 16:00:00-04:00
QQQ,2001-06-05 09:30:00-04:00,2001-06-05 16:15:00-04:00,2001-06-05 09:30:00-04:00,2001-06-05 16:00:00-04:00
QQQ,2001-06-06 09:30:00-04:00,2001-06-06 16:15:00-04:00,2001-06-06 09:30:00-04:00,2001-06-06 16:00:00-04:00
QQQ,2001-06-07 09:30:00-04:00,2001-06-07 16:15:00-04:00,2001-06-07 09:30:00-04:00,2001-06-07 16:00:00-04:00
QQQ,2001-06-08 09:30:00-04:00,2001-06-08 16:15:00-04:00,2001-06-08 09:30:00-04:00,2001-06-08 16:00:00-04:00
QQQ,2001-06-11 09:30:00-04:00,2001-06-11 16:15:00-04:00,2001-06-11 09:30:00-04:00,2001-06-11 16:00:00-04:00
QQQ,2001-06-12 09:30:00-04:00,2001-06-12 16:15:00-04:00,2001-06-12 09:30:00-04:00,2001-06-12 16:00:00-04:00
QQQ,2001-06-13 09:30:00-04:00,2001-06-13 16:15:00-04:00,2001-06-13 09:30:00-04:00,2001-06-13 16:00:00-04:00
QQQ,2001-06-14 09:30:00-04:00,2001-06-14 16:15:00-04:00,2001-06-14 09:30:00-04:00,2001-06-14 16:00:00-04:00
QQQ,2001-06-15 09:30:00-04:00,2001-06-15 16:15:00-04:00,2001-06-15 09:30:00-04:00,2001-06-15 16:00:00-04:00
QQQ,2001-06-18 09:30:00-04:00,2001-06-18 16:15:00-04:00,2001-06-18 09:30:00-04:00,2001-06-18 16:00:00-04:00
QQQ,2001-06-19 09:30:00-04:00,2001-06-19 16:15:00-04:00,2001-06-19 09:30:00-04:00,2001-06-19 16:00:00-04:00
QQQ,2001-06-20 09:30:00-04:00,2001-06-20 16:15:00-04:00,2001-06-20 09:30:00-04:00,2001-06-20 16:00:00-04:00
QQQ,2001-06-21 09:30:00-04:00,2001-06-21 16:15:00-04:00,2001-06-21 09:30:00-04:00,2001-06-21 16:00:00-04:00
QQQ,2001-06-22 09:30:00-04:00,2001-06-22 16:15:00-04:00,2001-06-22 09:30:00-04:00,2001-06-22 16:00:00-04:00
QQQ,2001-06-25 09:30:00-04:00,2001-06-25 16:15:00-04:00,2001-06-25 09:30:00-04:00,2001-06-25 16:00:00-04:00
QQQ,2001-06-26 09:30:00-04:00,2001-06-26 16:15:00-04:00,2001-06-26 09:30:00-04:00,2001-06-26 16:00:00-04:00
