symbol,ibkr_session_start,ibkr_session_end,yml_session_start,yml_session_end
QQQ,2001-06-27 09:30:00-04:00,2001-06-27 16:15:00-04:00,2001-06-27 09:30:00-04:00,2001-06-27 16:00:00-04:00
QQQ,2001-06-28 09:30:00-04:00,2001-06-28 16:15:00-04:00,2001-06-28 09:30:00-04:00,2001-06-28 16:00:00-04:00
QQQ,2001-06-29 09:30:00-04:00,2001-06-29 16:15:00-04:00,2001-06-29 09:30:00-04:00,2001-06-29 16:00:00-04:00
QQQ,2001-07-02 09:30:00-04:00,2001-07-02 16:15:00-04:00,2001-07-02 09:30:00-04:00,2001-07-02 16:00:00-04:00
QQQ,2001-07-03 09:30:00-04:00,2001-07-03 16:15:00-04:00,2001-07-03 09:30:00-04:00,2001-07-03 16:00:00-04:00
QQQ,2001-07-04 09:30:00-04:00,2001-07-04 16:15:00-04:00,,
QQQ,2001-07-05 09:30:00-04:00,2001-07-05 16:15:00-04:00,2001-07-05 09:30:00-04:00,2001-07-05 16:00:00-04:00
QQQ,2001-07-06 09:30:00-04:00,2001-07-06 16:15:00-04:00,2001-07-06 09:30:00-04:00,2001-07-06 16:00:00-04:00
QQQ,2001-07-09 09:30:00-04:00,2001-07-09 16:15:00-04:00,2001-07-09 09:30:00-04:00,2001-07-09 16:00:00-04:00
QQQ,2001-07-10 09:30:00-04:00,2001-07-10 16:15:00-04:00,2001-07-10 09:30:00-04:00,2001-07-10 16:00:00-04:00
QQQ,2001-07-11 09:30:00-04:00,2001-07-11 16:15:00-04:00,2001-07-11 09:30:00-04:00,2001-07-11 16:00:00-04:00
QQQ,2001-07-12 09:30:00-04:00,2001-07-12 16:15:00-04:00,2001-07-12 09:30:00-04:00,2001-07-12 16:00:00-04:00
QQQ,2001-07-13 09:30:00-04:00,2001-07-13 16:15:00-04:00,2001-07-13 09:30:00-04:00,2001-07-13 16:00:00-04:00
QQQ,2001-07-16 09:30:00-04:00,2001-07-16 16:15:00-04:00,2001-07-16 09:30:00-04:00,2001-07-16 16:00:00-04:00
QQQ,2001-07-17 09:30:00-04:00,2001-07-17 16:15:00-04:00,2001-07-17 09:30:00-04:00,2001-07-17 16:00:00-04:00
QQQ,2001-07-18 09:30:00-04:00,2001-07-18 16:15:00-04:00,2001-07-18 09:30:00-04:00,2001-07-18 16:00:00-04:00
QQQ,2001-07-19 09:30:00-04:00,2001-07-19 16:15:00-04:00,2001-07-19 09:30:00-04:00,2001-07-19 16:00:00-04:00
QQQ,2001-07-20 09:30:00-04:00,2001-07-20 16:15:00-04:00,2001-07-20 09:30:00-04:00,2001-07-20 16:00:00-04:00
QQQ,2001-07-23 09:30:00-04:00,2001-07-23 16:15:00-04:00,2001-07-23 09:30:00-04:00,2001-07-23 16:00:00-04:00
QQQ,2001-07-24 09:30:00-04:00,2001-07-24 16:15:00-04:00,2001-07-24 09:30:00-04:00,2001-07-24 16:00:00-04:00
QQQ,2001-07-25 09:30:00-04:00,2001-07-25 16:15:00-04:00,2001-07-25 09:30:00-04:00,2001-07-25 16:00:00-04:00
QQQ,2001-07-26 09:30:00-04:00,2001-07-26 16:15:00-04:00,2001-07-26 09:30:00-04:00,2001-07-26 16:00:00-04:00
QQQ,2001-07-27 09:30:00-04:00,2001-07-27 16:15:00-04:00,2001-07-27 09:30:00-04:00,2001-07-27 16:00:00-04:00
QQQ,2001-07-30 09:30:00-04:00,2001-07-30 16:15:00-04:00,2001-07-30 09:30:00-04:00,2001-07-30 16:00:00-04:00
QQQ,2001-07-31 09:30:00-04:00,2001-07-31 16:15:00-04:00,2001-07-31 09:30:00-04:00,2001-07-31 16:00:00-04:00
QQQ,2001-08-01 09:30:00-04:00,2001-08-01 16:15:00-04:00,2001-08-01 09:30:00-04:00,2001-08-01 16:00:00-04:00
QQQ,2001-08-02 09:30:00-04:00,2001-08-02 16:15:00-04:00,2001-08-02 09:30:00-04:00,2001-08-02 16:00:00-04:00
QQQ,2001-08-03 09:30:00-04:00,2001-08-03 16:15:00-04:00,2001-08-03 09:30:00-04:00,2001-08-03 16:00:00-04:00
QQQ,2001-08-06 09:30:00-04:00,2001-08-06 16:15:00-04:00,2001-08-06 09:30:00-04:00,2001-08-06 16:00:00-04:00
QQQ,2001-08-07 09:30:00-04:00,2001-08-07 16:15:00-04:00,2001-08-07 09:30:00-04:00,2001-08-07 16:00:00-04:00
QQQ,2001-08-08 09:30:00-04:00,2001-08-08 16:15:00-04:00,2001-08-08 09:30:00-04:00,2001-08-08 16:00:00-04:00
QQQ,2001-08-09 09:30:00-04:00,2001-08-09 16:15:00-04:00,2001-08-09 09:30:00-04:00,2001-08-09 16:00:00-04:00
QQQ,2001-08-10 09:30:00-04:00,2001-08-10 16:15:00-04:00,2001-08-10 09:30:00-04:00,2001-08-10 16:00:00-04:00
QQQ,2001-08-13 09:30:00-04:00,2001-08-13 16:15:00-04:00,2001-08-13 09:30:00-04:00,2001-08-13 16:00:00-04:00
QQQ,2001-08-14 09:30:00-04:00,2001-08-14 16:15:00-04:00,2001-08-14 09:30:00-04:00,2001-08-14 16:00:00-04:00
QQQ,2001-08-15 09:30:00-04:00,2001-08-15 16:15:00-04:00,2001-08-15 09:30:00-04:00,2001-08-15 16:00:00-04:00
QQQ,2001-08-16 09:30:00-04:00,2001-08-16 16:15:00-04:00,2001-08-16 09:30:00-04:00,2001-08-16 16:00:00-04:00
QQQ,2001-08-17 09:30:00-04:00,2001-08-17 16:15:00-04:00,2001-08-17 09:30:00-04:00,2001-08-17 16:00:00-04:00
QQQ,2001-08-20 09:30:00-04:00,2001-08-20 16:15:00-04:00,2001-08-20 09:30:00-04:00,2001-08-20 16:00:00-04:00
QQQ,2001-08-21 09:30:00-04:00,2001-08-21 16:15:00-04:00,2001-08-21 09:30:00-04:00,2001-08-21 16:00:00-04:00
QQQ,2001-08-22 09:30:00-04:00,2001-08-22 16:15:00-04:00,2001-08-22 09:30:00-04:00,2001-08-22 16:00:00-04:00
QQQ,2001-08-23 09:30:00-04:00,2001-08-23 16:15:00-04:00,2001-08-23 09:30:00-04:00,2001-08-23 16:00:00-04:00
QQQ,2001-08-24 09:30:00-04:00,2001-08-24 16:15:00-04:00,2001-08-24 09:30:00-04:00,2001-08-24 16:00:00-04:00
QQQ,2001-08-27 09:30:00-04:00,2001-08-27 16:15:00-04:00,2001-08-27 09:30:00-04:00,2001-08-27 16:00:00-04:00
QQQ,2001-08-28 09:30:00-04:00,2001-08-28 16:15:00-04:00,2001-08-28 09:30:00-04:00,2001-08-28 16:00:00-04:00
QQQ,2001-08-29 09:30:00-04:00,2001-08-29 16:15:00-04:00,2001-08-29 09:30:00-04:00,2001-08-29 16:00:00-04:00
QQQ,2001-08-30 09:30:00-04:00,2001-08-30 16:15:00-04:00,2001-08-30 09:30:00-04:00,2001-08-30 16:00:00-04:00
QQQ,2001-08-31 09:30:00-04:00,2001-08-31 16:15:00-04:00,2001-08-31 09:30:00-04:00,2001-08-31 16:00:00-04:00
QQQ,2001-09-03 09:30:00-04:00,2001-09-03 16:15:00-04:00,,
QQQ,2001-09-04 09:30:00-04:00,2001-09-04 16:15:00-04:00,2001-09-04 09:30:00-04:00,2001-09-04 16:00:00-04:00
QQQ,2001-09-05 09:30:00-04:00,2001-09-05 16:15:00-04:00,2001-09-05 09:30:00-04:00,2001-09-05 16:00:00-04:00
QQQ,2001-09-06 09:30:00-04:00,2001-09-06 16:15:00-04:00,2001-09-06 09:30:00-04:00,2001-09-06 16:00:00-04:00
QQQ,2001-09-07 09:30:00-04:00,2001-09-07 16:15:00-04:00,2001-09-07 09:30:00-04:00,2001-09-07 16:00:00-04:00
QQQ,2001-09-10 09:30:00-04:00,2001-09-10 16:15:00-04:00,2001-09-10 09:30:00-04:00,2001-09-10 16:00:00-04:00
QQQ,2001-09-11 09:30:00-04:00,2001-09-11 16:15:00-04:00,2001-09-11 09:30:00-04:00,2001-09-11 16:00:00-04:00
QQQ,2001-09-12 09:30:00-04:00,2001-09-12 16:15:00-04:00,2001-09-12 09:30:00-04:00,2001-09-12 16:00:00-04:00
QQQ,2001-09-13 09:30:00-04:00,2001-09-13 16:15:00-04:00,2001-09-13 09:30:00-04:00,2001-09-13 16:00:00-04:00
QQQ,2001-09-14 09:30:00-04:00,2001-09-14 16:15:00-04:00,2001-09-14 09:30:00-04:00,2001-09-14 16:00:00-04:00
QQQ,2001-09-17 09:30:00-04:00,2001-09-17 16:15:00-04:00,2001-09-17 09:30:00-04:00,2001-09-17 16:00:00-04:00
QQQ,2001-09-18 09:30:00-04:00,2001-09-18 16:15:00-04:00,2001-09-18 09:30:00-04:00,2001-09-18 16:00:00-04:00
QQQ,2001-09-19 09:30:00-04:00,2001-09-19 16:15:00-04:00,2001-09-19 09:30:00-04:00,2001-09-19 16:00:00-04:00
QQQ,2001-09-20 09:30:00-04:00,2001-09-20 16:15:00-04:00,2001-09-20 09:30:00-04:00,2001-09-20 16:00:00-04:00
QQQ,2001-09-21 09:30:00-04:00,2001-09-21 16:15:00-04:00,2001-09-21 09:30:00-04:00,2001-09-21 16:00:00-04:00
QQQ,2001-09-24 09:30:00-04:00,2001-09-24 16:15:00-04:00,2001-09-24 09:30:00-04:00,2001-09-24 16:00:00-04:00
QQQ,2001-09-25 09:30:00-04:00,2001-09-25 16:15:00-04:00,2001-09-25 09:30:00-04:00,2001-09-25 16:00:00-04:00
QQQ,2001-09-26 09:30:00-04:00,2001-09-26 16:15:00-04:00,2001-09-26 09:30:00-04:00,2001-09-26 16:00:00-04:00
QQQ,2001-09-27 09:30:00-04:00,2001-09-27 16:15:00-04:00,2001-09-27 09:30:00-04:00,2001-09-27 16:00:00-04:00
QQQ,2001-09-28 09:30:00-04:00,2001-09-28 16:15:00-04:00,2001-09-28 09:30:00-04:00,2001-09-28 16:00:00-04:00
QQQ,2001-10-01 09:30:00-04:00,2001-10-01 16:15:00-04:00,2001-10-01 09:30:00-04:00,2001-10-01 16:00:00-04:00
QQQ,2001-10-02 09:30:00-04:00,2001-10-02 16:15:00-04:00,2001-10-02 09:30:00-04:00,2001-10-02 16:00:00-04:00
QQQ,2001-10-03 09:30:00-04:00,2001-10-03 16:15:00-04:00,2001-10-03 09:30:00-04:00,2001-10-03 16:00:00-04:00
QQQ,2001-10-04 09:30:00-04:00,2001-10-04 16:15:00-04:00,2001-10-04 09:30:00-04:00,2001-10-04 16:00:00-04:00
QQQ,2001-10-05 09:30:00-04:00,2001-10-05 16:15:00-04:00,2001-10-05 09:30:00-04:00,2001-10-05 16:00:00-04:00
QQQ,2001-10-08 09:30:00-04:00,2001-10-08 16:15:00-04:00,,
QQQ,2001-10-09 09:30:00-04:00,2001-10-09 16:15:00-04:00,2001-10-09 09:30:00-04:00,2001-10-09 16:00:00-04:00
QQQ,2001-10-10 09:30:00-04:00,2001-10-10 16:15:00-04:00,2001-10-10 09:30:00-04:00,2001-10-10 16:00:00-04:00
QQQ,2001-10-11 09:30:00-04:00,2001-10-11 16:15:00-04:00,2001-10-11 09:30:00-04:00,2001-10-11 16:00:00-04:00
QQQ,2001-10-12 09:30:00-04:00,2001-10-12 16:15:00-04:00,2001-10-12 09:30:00-04:00,2001-10-12 16:00:00-04:00
QQQ,2001-10-15 09:30:00-04:00,2001-10-15 16:15:00-04:00,2001-10-15 09:30:00-04:00,2001-10-15 16:00:00-04:00
QQQ,2001-10-16 09:30:00-04:00,2001-10-16 16:15:00-04:00,2001-10-16 09:30:00-04:00,2001-10-16 16:00:00-04:00
QQQ,2001-10-17 09:30:00-04:00,2001-10-17 16:15:00-04:00,2001-10-17 09:30:00-04:00,2001-10-17 16:00:00-04:00
QQQ,2001-10-18 09:30:00-04:00,2001-10-18 16:15:00-04:00,2001-10-18 09:30:00-04:00,2001-10-18 16:00:00-04:00
QQQ,2001-10-19 09:30:00-04:00,2001-10-19 16:15:00-04:00,2001-10-19 09:30:00-04:00,2001-10-19 16:00:00-04:00
QQQ,2001-10-22 09:30:00-04:00,2001-10-22 16:15:00-04:00,2001-10-22 09:30:00-04:00,2001-10-22 16:00:00-04:00
QQQ,2001-10-23 09:30:00-04:00,2001-10-23 16:15:00-04:00,2001-10-23 09:30:00-04:00,2001-10-23 16:00:00-04:00
QQQ,2001-10-24 09:30:00-04:00,2001-10-24 16:15:00-04:00,2001-10-24 09:30:00-04:00,2001-10-24 16:00:00-04:00
QQQ,2001-10-25 09:30:00-04:00,2001-10-25 16:15:00-04:00,2001-10-25 09:30:00-04:00,2001-10-25 16:00:00-04:00
QQQ,2001-10-26 09:30:00-04:00,2001-10-26 16:15:00-04:00,2001-10-26 09:30:00-04:00,2001-10-26 16:00:00-04:00
QQQ,2001-10-29 09:30:00-05:00,2001-10-29 16:15:00-05:00,2001-10-29 09:30:00-05:00,2001-10-29 16:00:00-05:00
QQQ,2001-10-30 09:30:00-05:00,2001-10-30 16:15:00-05:00,2001-10-30 09:30:00-05:00,2001-10-30 16:00:00-05:00
QQQ,2001-10-31 09:30:00-05:00,2001-10-31 16:15:00-05:00,2001-10-31 09:30:00-05:00,2001-10-31 16:00:00-05:00
QQQ,2001-11-01 09:30:00-05:00,2001-11-01 16:15:00-05:00,2001-11-01 09:30:00-05:00,2001-11-01 16:00:00-05:00
QQQ,2001-11-02 09:30:00-05:00,2001-11-02 16:15:00-05:00,2001-11-02 09:30:00-05:00,2001-11-02 16:00:00-05:00
QQQ,2001-11-05 09:30:00-05:00,2001-11-05 16:15:00-05:00,2001-11-05 09:30:00-05:00,2001-11-05 16:00:00-05:00
QQQ,2001-11-06 09:30:00-05:00,2001-11-06 16:15:00-05:00,2001-11-06 09:30:00-05:00,2001-11-06 16:00:00-05:00
QQQ,2001-11-07 09:30:00-05:00,2001-11-07 16:15:00-05:00,2001-11-07 09:30:00-05:00,2001-11-07 16:00:00-05:00
QQQ,2001-11-08 09:30:00-05:00,2001-11-08 16:15:00-05:00,2001-11-08 09:30:00-05:00,2001-11-08 16:00:00-05:00
QQQ,2001-11-09 09:30:00-05:00,2001-11-09 16:15:00-05:00,2001-11-09 09:30:00-05:00,2001-11-09 16:00:00-05:00
QQQ,2001-11-12 09:30:00-05:00,2001-11-12 16:15:00-05:00,,
QQQ,2001-11-13 09:30:00-05:00,2001-11-13 16:15:00-05:00,2001-11-13 09:30:00-05:00,2001-11-13 16:00:00-05:00
QQQ,2001-11-14 09:30:00-05:00,2001-11-14 16:15:00-05:00,2001-11-14 09:30:00-05:00,2001-11-14 16:00:00-05:00
QQQ,2001-11-15 09:30:00-05:00,2001-11-15 16:15:00-05:00,2001-11-15 09:30:00-05:00,2001-11-15 16:00:00-05:00
QQQ,2001-11-16 09:30:00-05:00,2001-11-16 16:15:00-05:00,2001-11-16 09:30:00-05:00,2001-11-16 16:00:00-05:00
QQQ,2001-11-19 09:30:00-05:00,2001-11-19 16:15:00-05:00,2001-11-19 09:30:00-05:00,2001-11-19 16:00:00-05:00
QQQ,2001-11-20 09:30:00-05:00,2001-11-20 16:15:00-05:00,2001-11-20 09:30:00-05:00,2001-11-20 16:00:00-05:00
QQQ,2001-11-21 09:30:00-05:00,2001-11-21 16:15:00-05:00,2001-11-21 09:30:00-05:00,2001-11-21 13:00:00-05:00
QQQ,2001-11-22 09:30:00-05:00,2001-11-22 16:15:00-05:00,,
QQQ,2001-11-23 09:30:00-05:00,2001-11-23 16:15:00-05:00,2001-11-23 09:30:00-05:00,2001-11-23 13:00:00-05:00
QQQ,2001-11-26 09:30:00-05:00,2001-11-26 16:15:00-05:00,2001-11-26 09:30:00-05:00,2001-11-26 16:00:00-05:00
QQQ,2001-11-27 09:30:00-05:00,2001-11-27 16:15:00-05:00,2001-11-27 09:30:00-05:00,2001-11-27 16:00:00-05:00
QQQ,2001-11-28 09:30:00-05:00,2001-11-28 16:15:00-05:00,2001-11-28 09:30:00-05:00,2001-11-28 16:00:00-05:00
QQQ,2001-11-29 09:30:00-05:00,2001-11-29 16:15:00-05:00,2001-11-29 09:30:00-05:00,2001-11-29 16:00:00-05:00
QQQ,2001-11-30 09:30:00-05:00,2001-11-30 16:15:00-05:00,2001-11-30 09:30:00-05:00,2001-11-30 16:00:00-05:00
QQQ,2001-12-03 09:30:00-05:00,2001-12-03 16:15:00-05:00,2001-12-03 09:30:00-05:00,2001-12-03 16:00:00-05:00
QQQ,2001-12-04 09:30:00-05:00,2001-12-04 16:15:00-05:00,2001-12-04 09:30:00-05:00,2001-12-04 16:00:00-05:00
QQQ,2001-12-05 09:30:00-05:00,2001-12-05 16:15:00-05:00,2001-12-05 09:30:00-05:00,2001-12-05 16:00:00-05:00
QQQ,2001-12-06 09:30:00-05:00,2001-12-06 16:15:00-05:00,2001-12-06 09:30:00-05:00,2001-12-06 16:00:00-05:00
QQQ,2001-12-07 09:30:00-05:00,2001-12-07 16:15:00-05:00,2001-12-07 09:30:00-05:00,2001-12-07 16:00:00-05:00
QQQ,2001-12-10 09:30:00-05:00,2001-12-10 16:15:00-05:00,2001-12-10 09:30:00-05:00,2001-12-10 16:00:00-05:00
QQQ,2001-12-11 09:30:00-05:00,2001-12-11 16:15:00-05:00,2001-12-11 09:30:00-05:00,2001-12-11 16:00:00-05:00
QQQ,2001-12-12 09:30:00-05:00,2001-12-12 16:15:00-05:00,2001-12-12 09:30:00-05:00,2001-12-12 16:00:00-05:00
QQQ,2001-12-13 09:30:00-05:00,2001-12-13 16:15:00-05:00,2001-12-13 09:30:00-05:00,2001-12-13 16:00:00-05:00
QQQ,2001-12-14 09:30:00-05:00,2001-12-14 16:15:00-05:00,2001-12-14 09:30:00-05:00,2001-12-14 16:00:00-05:00
QQQ,2001-12-17 09:30:00-05:00,2001-12-17 16:15:00-05:00,2001-12-17 09:30:00-05:00,2001-12-17 16:00:00-05:00
QQQ,2001-12-18 09:30:00-05:00,2001-12-18 16:15:00-05:00,2001-12-18 09:30:00-05:00,2001-12-18 16:00:00-05:00
QQQ,2001-12-19 09:30:00-05:00,2001-12-19 16:15:00-05:00,2001-12-19 09:30:00-05:00,2001-12-19 16:00:00-05:00
QQQ,2001-12-20 09:30:00-05:00,2001-12-20 16:15:00-05:00,2001-12-20 09:30:00-05:00,2001-12-20 16:00:00-05:00
QQQ,2001-12-21 09:30:00-05:00,2001-12-21 16:15:00-05:00,2001-12-21 09:30:00-05:00,2001-12-21 16:00:00-05:00
QQQ,2001-12-24 09:30:00-05:00,2001-12-24 16:15:00-05:00,2001-12-24 09:30:00-05:00,2001-12-24 16:00:00-05:00
QQQ,2001-12-25 09:30:00-05:00,2001-12-25 16:15:00-05:00,2001-12-25 09:30:00-05:00,2001-12-25 16:00:00-05:00
QQQ,2001-12-26 09:30:00-05:00,2001-12-26 16:15:00-05:00,2001-12-26 09:30:00-05:00,2001-12-26 16:00:00-05:00
QQQ,2001-12-27 09:30:00-05:00,2001-12-27 16:15:00-05:00,2001-12-27 09:30:00-05:00,2001-12-27 16:00:00-05:00
QQQ,2001-12-28 09:30:00-05:00,2001-12-28 16:15:00-05:00,2001-12-28 09:30:00-05:00,2001-12-28 16:00:00-05:00
QQQ,,,2001-12-29 09:30:00-05:00,2001-12-29 13:00:00-05:00
QQQ,2001-12-31 09:30:00-05:00,2001-12-31 16:15:00-05:00,2001-12-31 09:30:00-05:00,2001-12-31 13:00:00-05:00
QQQ,2002-01-01 09:30:00-05:00,2002-01-01 16:15:00-05:00,,
QQQ,2002-01-02 09:30:00-05:00,2002-01-02 16:15:00-05:00,2002-01-02 09:30:00-05:00,2002-01-02 16:00:00-05:00
QQQ,2002-01-03 09:30:00-05:00,2002-01-03 16:15:00-05:00,2002-01-03 09:30:00-05:00,2002-01-03 16:00:00-05:00
QQQ,2002-01-04 09:30:00-05:00,2002-01-04 16:15:00-05:00,2002-01-04 09:30:00-05:00,2002-01-04 16:00:00-05:00
QQQ,2002-01-07 09:30:00-05:00,2002-01-07 16:15:00-05:00,2002-01-07 09:30:00-05:00,2002-01-07 16:00:00-05:00
QQQ,2002-01-08 09:30:00-05:00,2002-01-08 16:15:00-05:00,2002-01-08 09:30:00-05:00,2002-01-08 16:00:00-05:00
QQQ,2002-01-09 09:30:00-05:00,2002-01-09 16:15:00-05:00,2002-01-09 09:30:00-05:00,2002-01-09 16:00:00-05:00
QQQ,2002-01-10 09:30:00-05:00,2002-01-10 16:15:00-05:00,2002-01-10 09:30:00-05:00,2002-01-10 16:00:00-05:00
QQQ,2002-01-11 09:30:00-05:00,2002-01-11 16:15:00-05:00,2002-01-11 09:30:00-05:00,2002-01-11 16:00:00-05:00
QQQ,2002-01-14 09:30:00-05:00,2002-01-14 16:15:00-05:00,2002-01-14 09:30:00-05:00,2002-01-14 16:00:00-05:00
QQQ,2002-01-15 09:30:00-05:00,2002-01-15 16:15:00-05:00,2002-01-15 09:30:00-05:00,2002-01-15 16:00:00-05:00
QQQ,2002-01-16 09:30:00-05:00,2002-01-16 16:15:00-05:00,2002-01-16 09:30:00-05:00,2002-01-16 16:00:00-05:00
QQQ,2002-01-17 09:30:00-05:00,2002-01-17 16:15:00-05:00,2002-01-17 09:30:00-05:00,2002-01-17 16:00:00-05:00
QQQ,2002-01-18 09:30:00-05:00,2002-01-18 16:15:00-05:00,2002-01-18 09:30:00-05:00,2002-01-18 13:00:00-05:00
QQQ,2002-01-21 09:30:00-05:00,2002-01-21 16:15:00-05:00,,
QQQ,2002-01-22 09:30:00-05:00,2002-01-22 16:15:00-05:00,2002-01-22 09:30:00-05:00,2002-01-22 16:00:00-05:00
QQQ,2002-01-23 09:30:00-05:00,2002-01-23 16:15:00-05:00,2002-01-23 09:30:00-05:00,2002-01-23 16:00:00-05:00
QQQ,2002-01-24 09:30:00-05:00,2002-01-24 16:15:00-05:00,2002-01-24 09:30:00-05:00,2002-01-24 16:00:00-05:00
QQQ,2002-01-25 09:30:00-05:00,2002-01-25 16:15:00-05:00,2002-01-25 09:30:00-05:00,2002-01-25 16:00:00-05:00
QQQ,2002-01-28 09:30:00-05:00,2002-01-28 16:15:00-05:00,2002-01-28 09:30:00-05:00,2002-01-28 16:00:00-05:00
QQQ,2002-01-29 09:30:00-05:00,2002-01-29 16:15:00-05:00,2002-01-29 09:30:00-05:00,2002-01-29 16:00:00-05:00
QQQ,2002-01-30 09:30:00-05:00,2002-01-30 16:15:00-05:00,2002-01-30 09:30:00-05:00,2002-01-30 16:00:00-05:00
QQQ,2002-01-31 09:30:00-05:00,2002-01-31 16:15:00-05:00,2002-01-31 09:30:00-05:00,2002-01-31 16:00:00-05:00
QQQ,2002-02-01 09:30:00-05:00,2002-02-01 16:15:00-05:00,2002-02-01 09:30:00-05:00,2002-02-01 16:00:00-05:00
QQQ,2002-02-04 09:30:00-05:00,2002-02-04 16:15:00-05:00,2002-02-04 09:30:00-05:00,2002-02-04 16:00:00-05:00
QQQ,2002-02-05 09:30:00-05:00,2002-02-05 16:15:00-05:00,2002-02-05 09:30:00-05:00,2002-02-05 16:00:00-05:00
QQQ,2002-02-06 09:30:00-05:00,2002-02-06 16:15:00-05:00,2002-02-06 09:30:00-05:00,2002-02-06 16:00:00-05:00
QQQ,2002-02-07 09:30:00-05:00,2002-02-07 16:15:00-05:00,2002-02-07 09:30:00-05:00,2002-02-07 16:00:00-05:00
QQQ,2002-02-08 09:30:00-05:00,2002-02-08 16:15:00-05:00,2002-02-08 09:30:00-05:00,2002-02-08 16:00:00-05:00
QQQ,2002-02-11 09:30:00-05:00,2002-02-11 16:15:00-05:00,2002-02-11 09:30:00-05:00,2002-02-11 16:00:00-05:00
QQQ,2002-02-12 09:30:00-05:00,2002-02-12 16:15:00-05:00,2002-02-12 09:30:00-05:00,2002-02-12 16:00:00-05:00
QQQ,2002-02-13 09:30:00-05:00,2002-02-13 16:15:00-05:00,2002-02-13 09:30:00-05:00,2002-02-13 16:00:00-05:00
QQQ,2002-02-14 09:30:00-05:00,2002-02-14 16:15:00-05:00,2002-02-14 09:30:00-05:00,2002-02-14 16:00:00-05:00
QQQ,2002-02-15 09:30:00-05:00,2002-02-15 16:15:00-05:00,2002-02-15 09:30:00-05:00,2002-02-15 13:00:00-05:00
QQQ,2002-02-18 09:30:00-05:00,2002-02-18 16:15:00-05:00,2002-02-18 09:30:00-05:00,2002-02-18 16:00:00-05:00
QQQ,2002-02-19 09:30:00-05:00,2002-02-19 16:15:00-05:00,,
QQQ,2002-02-20 09:30:00-05:00,2002-02-20 16:15:00-05:00,2002-02-20 09:30:00-05:00,2002-02-20 16:00:00-05:00
QQQ,2002-02-21 09:30:00-05:00,2002-02-21 16:15:00-05:00,2002-02-21 09:30:00-05:00,2002-02-21 16:00:00-05:00
QQQ,2002-02-22 09:30:00-05:00,2002-02-22 16:15:00-05:00,2002-02-22 09:30:00-05:00,2002-02-22 16:00:00-05:00
QQQ,2002-02-25 09:30:00-05:00,2002-02-25 16:15:00-05:00,2002-02-25 09:30:00-05:00,2002-02-25 16:00:00-05:00
QQQ,2002-02-26 09:30:00-05:00,2002-02-26 16:15:00-05:00,2002-02-26 09:30:00-05:00,2002-02-26 16:00:00-05:00
QQQ,2002-02-27 09:30:00-05:00,2002-02-27 16:15:00-05:00,2002-02-27 09:30:00-05:00,2002-02-27 16:00:00-05:00
QQQ,2002-02-28 09:30:00-05:00,2002-02-28 16:15:00-05:00,2002-02-28 09:30:00-05:00,2002-02-28 16:00:00-05:00
QQQ,2002-03-01 09:30:00-05:00,2002-03-01 16:15:00-05:00,2002-03-01 09:30:00-05:00,2002-03-01 16:00:00-05:00
QQQ,2002-03-04 09:30:00-05:00,2002-03-04 16:15:00-05:00,2002-03-04 09:30:00-05:00,2002-03-04 16:00:00-05:00
QQQ,2002-03-05 09:30:00-05:00,2002-03-05 16:15:00-05:00,2002-03-05 09:30:00-05:00,2002-03-05 16:00:00-05:00
QQQ,2002-03-06 09:30:00-05:00,2002-03-06 16:15:00-05:00,2002-03-06 09:30:00-05:00,2002-03-06 16:00:00-05:00
QQQ,2002-03-07 09:30:00-05:00,2002-03-07 16:15:00-05:00,2002-03-07 09:30:00-05:00,2002-03-07 16:00:00-05:00
QQQ,2002-03-08 09:30:00-05:00,2002-03-08 16:15:00-05:00,2002-03-08 09:30:00-05:00,2002-03-08 16:00:00-05:00
QQQ,2002-03-11 09:30:00-05:00,2002-03-11 16:15:00-05:00,2002-03-11 09:30:00-05:00,2002-03-11 16:00:00-05:00
QQQ,2002-03-12 09:30:00-05:00,2002-03-12 16:15:00-05:00,2002-03-12 09:30:00-05:00,2002-03-12 16:00:00-05:00
QQQ,2002-03-13 09:30:00-05:00,2002-03-13 16:15:00-05:00,2002-03-13 09:30:00-05:00,2002-03-13 16:00:00-05:00
QQQ,2002-03-14 09:30:00-05:00,2002-03-14 16:15:00-05:00,2002-03-14 09:30:00-05:00,2002-03-14 16:00:00-05:00
QQQ,2002-03-15 09:30:00-05:00,2002-03-15 16:15:00-05:00,2002-03-15 09:30:00-05:00,2002-03-15 16:00:00-05:00
QQQ,2002-03-18 09:30:00-05:00,2002-03-18 16:15:00-05:00,2002-03-18 09:30:00-05:00,2002-03-18 16:00:00-05:00
QQQ,2002-03-19 09:30:00-05:00,2002-03-19 16:15:00-05:00,2002-03-19 09:30:00-05:00,2002-03-19 16:00:00-05:00
QQQ,2002-03-20 09:30:00-05:00,2002-03-20 16:15:00-05:00,2002-03-20 09:30:00-05:00,2002-03-20 16:00:00-05:00
QQQ,2002-03-21 09:30:00-05:00,2002-03-21 16:15:00-05:00,2002-03-21 09:30:00-05:00,2002-03-21 16:00:00-05:00
QQQ,2002-03-22 09:30:00-05:00,2002-03-22 16:15:00-05:00,2002-03-22 09:30:00-05:00,2002-03-22 16:00:00-05:00
QQQ,2002-03-25 09:30:00-05:00,2002-03-25 16:15:00-05:00,2002-03-25 09:30:00-05:00,2002-03-25 16:00:00-05:00
